1.056474400684237480e-03,9.989435076713562012e-01
9.999995231628417969e-01,5.151990194462996442e-07
9.999995231628417969e-01,5.151990194462996442e-07
9.999995231628417969e-01,5.151990194462996442e-07
9.999995231628417969e-01,5.151990194462996442e-07
9.999964237213134766e-01,3.597012664613430388e-06
9.999964237213134766e-01,3.597012664613430388e-06
9.999964237213134766e-01,3.597012664613430388e-06
9.999964237213134766e-01,3.597012664613430388e-06
9.999964237213134766e-01,3.597012664613430388e-06
9.999964237213134766e-01,3.597012664613430388e-06
9.999964237213134766e-01,3.597012664613430388e-06
9.999841451644897461e-01,1.587697443028446287e-05
9.999964237213134766e-01,3.597012664613430388e-06
9.999964237213134766e-01,3.597012664613430388e-06
9.999964237213134766e-01,3.597012664613430388e-06
9.999970197677612305e-01,2.973326445498969406e-06
9.999964237213134766e-01,3.597012664613430388e-06
9.999964237213134766e-01,3.597012664613430388e-06
9.999964237213134766e-01,3.597012664613430388e-06
1.919878646731376648e-02,9.808011651039123535e-01
9.999998807907104492e-01,1.107177922676783055e-07
9.999998807907104492e-01,1.107177922676783055e-07
9.999998807907104492e-01,1.107177922676783055e-07
9.999998807907104492e-01,1.107177922676783055e-07
9.999989271163940430e-01,1.104239686355867889e-06
9.999989271163940430e-01,1.104239686355867889e-06
9.999989271163940430e-01,1.104239686355867889e-06
9.999989271163940430e-01,1.104239686355867889e-06
9.999989271163940430e-01,1.104239686355867889e-06
9.999989271163940430e-01,1.104239686355867889e-06
9.999989271163940430e-01,1.104239686355867889e-06
9.999969005584716797e-01,3.074580490647349507e-06
9.999989271163940430e-01,1.104239686355867889e-06
9.999989271163940430e-01,1.104239686355867889e-06
9.999989271163940430e-01,1.104239686355867889e-06
9.999991655349731445e-01,8.356443572665739339e-07
9.999989271163940430e-01,1.104239686355867889e-06
9.999989271163940430e-01,1.104239686355867889e-06
9.999989271163940430e-01,1.104239686355867889e-06
9.998000264167785645e-01,1.999600790441036224e-04
1.000000000000000000e+00,2.726015857490438066e-09
9.994718432426452637e-01,5.282034398987889290e-04
9.851183891296386719e-01,1.488163974136114120e-02
9.999530315399169922e-01,4.696353789768181741e-05
9.959532022476196289e-01,4.046750720590353012e-03
9.997655749320983887e-01,2.344244276173412800e-04
1.000000000000000000e+00,2.504406904080269669e-09
9.998551607131958008e-01,1.447810354875400662e-04
1.000000000000000000e+00,3.230868905745865050e-10
9.999811649322509766e-01,1.888204496935941279e-05
9.999455213546752930e-01,5.448079173220321536e-05
9.995744824409484863e-01,4.254899104125797749e-04
1.000000000000000000e+00,5.727023855151003318e-10
9.994961023330688477e-01,5.038385861553251743e-04
9.999922513961791992e-01,7.741601621091831475e-06
9.997017979621887207e-01,2.981519501190632582e-04
1.000000000000000000e+00,9.355018981693774549e-10
9.999037981033325195e-01,9.615658927941694856e-05
9.996078610420227051e-01,3.921083116438239813e-04
9.976845979690551758e-01,2.315410412847995758e-03
9.999645948410034180e-01,3.545143044902943075e-05
9.999119043350219727e-01,8.809206337900832295e-05
6.515608429908752441e-01,3.484391570091247559e-01
9.999418258666992188e-01,5.821527520311065018e-05
9.999607801437377930e-01,3.924422344425693154e-05
9.993885755538940430e-01,6.114413845352828503e-04
9.999908208847045898e-01,9.224279892805498093e-06
9.999821186065673828e-01,1.784381129255052656e-05
9.999972581863403320e-01,2.774984295683680102e-06
9.989013671875000000e-01,1.098597072996199131e-03
9.997408986091613770e-01,2.591043885331600904e-04
9.999907016754150391e-01,9.264603249903302640e-06
9.999978542327880859e-01,2.182477828682749532e-06
9.957259893417358398e-01,4.274036269634962082e-03
9.999994039535522461e-01,5.551176514018152375e-07
9.999997615814208984e-01,2.612994762785092462e-07
9.999665021896362305e-01,3.345828372403047979e-05
9.999895095825195312e-01,1.051747949532000348e-05
9.990715980529785156e-01,9.283808758482336998e-04
6.628865003585815430e-01,3.371134996414184570e-01
4.193415641784667969e-01,5.806584954261779785e-01
8.626460433006286621e-01,1.373539865016937256e-01
9.789446592330932617e-01,2.105538547039031982e-02
8.549218773841857910e-01,1.450781673192977905e-01
9.996598958969116211e-01,3.401464782655239105e-04
9.991514682769775391e-01,8.484893478453159332e-04
9.998431205749511719e-01,1.568584702908992767e-04
9.998741149902343750e-01,1.258899428648874164e-04
9.998707771301269531e-01,1.292103697778657079e-04
9.998890161514282227e-01,1.109492077375762165e-04
9.999333620071411133e-01,6.664721877314150333e-05
9.998350143432617188e-01,1.649930636631324887e-04
9.999979734420776367e-01,1.994718104469939135e-06
9.999890327453613281e-01,1.091177273337962106e-05
9.998983144760131836e-01,1.016773312585428357e-04
9.999287128448486328e-01,7.129530422389507294e-05
9.998794794082641602e-01,1.204574218718335032e-04
9.345513582229614258e-01,6.544861197471618652e-02
9.994853734970092773e-01,5.145758041180670261e-04
9.560876488685607910e-01,4.391229152679443359e-02
9.999946355819702148e-01,5.324829089659033343e-06
9.999941587448120117e-01,5.882157893211115152e-06
9.999992847442626953e-01,6.688312623737147078e-07
1.000000000000000000e+00,3.069981246994757385e-08
9.998751878738403320e-01,1.248010667040944099e-04
9.999059438705444336e-01,9.406611934537068009e-05
9.999896287918090820e-01,1.034563774737762287e-05
1.000000000000000000e+00,2.335801274622184565e-10
9.999581575393676758e-01,4.184361023362725973e-05
9.999986886978149414e-01,1.352545041299890727e-06
9.998311996459960938e-01,1.687206240603700280e-04
9.996029734611511230e-01,3.970202524214982986e-04
9.986009001731872559e-01,1.399079104885458946e-03
9.999957084655761719e-01,4.269450073479674757e-06
9.999017715454101562e-01,9.823561413213610649e-05
9.997909665107727051e-01,2.089910412905737758e-04
9.999912977218627930e-01,8.755659109738189727e-06
9.999837875366210938e-01,1.617091766092926264e-05
9.999829530715942383e-01,1.706268631096463650e-05
1.646092981100082397e-01,8.353907465934753418e-01
9.730823040008544922e-01,2.691772952675819397e-02
9.703928828239440918e-01,2.960711717605590820e-02
9.999989271163940430e-01,1.060671706909488421e-06
9.992969036102294922e-01,7.030679844319820404e-04
9.591264128684997559e-01,4.087357968091964722e-02
9.809890389442443848e-01,1.901092380285263062e-02
9.999321699142456055e-01,6.782559648854658008e-05
8.931772112846374512e-01,1.068227738142013550e-01
9.992969036102294922e-01,7.030679844319820404e-04
1.000000000000000000e+00,4.391700336725534726e-09
1.000000000000000000e+00,2.596389325759673739e-09
9.959416985511779785e-01,4.058271180838346481e-03
9.601902365684509277e-01,3.980972990393638611e-02
9.981384277343750000e-01,1.861518016085028648e-03
9.838496446609497070e-01,1.615035720169544220e-02
1.000000000000000000e+00,4.873695758078611107e-08
9.884064793586730957e-01,1.159350387752056122e-02
9.999974966049194336e-01,2.469667151672183536e-06
1.000000000000000000e+00,4.595683833485963987e-08
9.617142495699226856e-07,9.999990463256835938e-01
9.999977350234985352e-01,2.320341309314244427e-06
9.999870061874389648e-01,1.295533093070844188e-05
1.000000000000000000e+00,3.617331989502758915e-10
9.999184608459472656e-01,8.152818190865218639e-05
9.996120333671569824e-01,3.880091826431453228e-04
9.999924898147583008e-01,7.553936939075356349e-06
9.997321963310241699e-01,2.677856828086078167e-04
1.000000000000000000e+00,3.066223924069744200e-12
9.999979734420776367e-01,1.971354777197120711e-06
9.999984502792358398e-01,1.574232669554476161e-06
9.999923706054687500e-01,7.608123269164934754e-06
1.000000000000000000e+00,1.504472241231624707e-10
2.628041803836822510e-01,7.371959090232849121e-01
1.903212219476699829e-01,8.096787333488464355e-01
1.489247232675552368e-01,8.510752916336059570e-01
9.635251760482788086e-01,3.647479787468910217e-02
9.883055686950683594e-01,1.169443130493164062e-02
9.720678329467773438e-01,2.793215401470661163e-02
9.704704880714416504e-01,2.952953241765499115e-02
9.978949427604675293e-01,2.105074236169457436e-03
9.832861423492431641e-01,1.671387813985347748e-02
9.960779547691345215e-01,3.922007512301206589e-03
9.969389438629150391e-01,3.061106894165277481e-03
9.996688365936279297e-01,3.311276959720999002e-04
